date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:10:49	10276/10276	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-2824%22	https://mohamedbanane.com/portfolio/img/icons%20langages/SQL-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20langages/SQL-icon.png	(from https://mohamedbanane.com/)
10:10:49	168499/168499	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-29233%22	https://mohamedbanane.com/portfolio/img/icons%20langages/LINUX-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20langages/LINUX-icon.png	(from https://mohamedbanane.com/)
10:10:50	330068/330068	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-50954%22	https://mohamedbanane.com/portfolio/img/icons%20langages/PYHTON.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20langages/PYHTON.png	(from https://mohamedbanane.com/)
10:10:50	106008/106008	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-19e18%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/cisco-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/cisco-icon.png	(from https://mohamedbanane.com/)
10:10:50	11973/11973	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-2ec5%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/ccna-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/ccna-icon.png	(from https://mohamedbanane.com/)
10:10:50	116117/116117	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1c595%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/azure-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/azure-icon.png	(from https://mohamedbanane.com/)
10:10:50	9757/9757	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-261d%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/vmware-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/vmware-icon.png	(from https://mohamedbanane.com/)
10:10:51	231451/231451	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-3881b%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/oracleVM-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/oracleVM-icon.png	(from https://mohamedbanane.com/)
10:10:51	52634/52634	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-cd9a%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/mobaxterm-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/mobaxterm-icon.png	(from https://mohamedbanane.com/)
10:10:51	104560/104560	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-19870%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/putty-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/putty-icon.png	(from https://mohamedbanane.com/)
10:10:51	45982/45982	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-b39e%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/PacketTracer-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/PacketTracer-icon.png	(from https://mohamedbanane.com/)
10:10:51	60995/60995	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-ee43%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/PhpStorm-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/PhpStorm-icon.png	(from https://mohamedbanane.com/)
10:10:52	18998/18998	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-4a36%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/intellij-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/intellij-icon.png	(from https://mohamedbanane.com/)
10:10:52	13176/13176	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-3378%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/github-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/github-icon.png	(from https://mohamedbanane.com/)
10:10:52	7223/7223	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1c37%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/gitbash-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/gitbash-icon.png	(from https://mohamedbanane.com/)
10:10:52	30650/30650	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-77ba%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/mysql-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/mysql-icon.png	(from https://mohamedbanane.com/)
10:10:53	16278/16278	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-3f96%22	https://mohamedbanane.com/portfolio/img/icons%20logiciel/xampp-icon.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/icons%20logiciel/xampp-icon.png	(from https://mohamedbanane.com/)
10:10:53	188078/188078	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-2deae%22	https://mohamedbanane.com/portfolio/docs/documentations-img/debian.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/debian.png	(from https://mohamedbanane.com/)
10:10:53	50199/50199	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-c417%22	https://mohamedbanane.com/portfolio/docs/documentations-img/SSH.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/SSH.png	(from https://mohamedbanane.com/)
10:10:53	8829603/8829603	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-86baa3%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20Debian%2012.1.0.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20Debian%2012.1.0.pdf	(from https://mohamedbanane.com/)
10:10:54	1904575/1904575	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-1d0fbf%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20et%20Configuration%20SSH%20sur%20Debian.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20et%20Configuration%20SSH%20sur%20Debian.pdf	(from https://mohamedbanane.com/)
10:10:54	70247/70247	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-11267%22	https://mohamedbanane.com/portfolio/docs/documentations-img/GLPI.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/GLPI.png	(from https://mohamedbanane.com/)
10:10:54	633425/633425	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-9aa51%22	https://mohamedbanane.com/portfolio/docs/documentations-img/win-server.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/win-server.png	(from https://mohamedbanane.com/)
10:10:54	5138696/5138696	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-4e6908%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20GLPI%20sur%20Debian.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20GLPI%20sur%20Debian.pdf	(from https://mohamedbanane.com/)
10:10:55	59866/59866	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-e9da%22	https://mohamedbanane.com/portfolio/docs/documentations-img/ADDS.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/ADDS.png	(from https://mohamedbanane.com/)
10:10:55	3601593/3601593	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-36f4b9%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20Windows%20Server%202022.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20Windows%20Server%202022.pdf	(from https://mohamedbanane.com/)
10:10:55	71888/71888	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-118d0%22	https://mohamedbanane.com/portfolio/docs/documentations-img/LDAP.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/LDAP.png	(from https://mohamedbanane.com/)
10:10:55	3355389/3355389	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-3332fd%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20Active%20Directory%20(AD%20DS)%20Windows%20Server%202022.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Installation%20Active%20Directory%20(AD%20DS)%20Windows%20Server%202022.pdf	(from https://mohamedbanane.com/)
10:10:56	94687/94687	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-171df%22	https://mohamedbanane.com/portfolio/docs/documentations-img/GPO.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/GPO.png	(from https://mohamedbanane.com/)
10:10:56	3489870/3489870	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-35404e%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Configuration%20Liaison%20LDAP%20GLPI%20et%20AD%20DS.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Configuration%20Liaison%20LDAP%20GLPI%20et%20AD%20DS.pdf	(from https://mohamedbanane.com/)
10:10:56	127496/127496	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-1f208%22	https://mohamedbanane.com/portfolio/docs/documentations-img/cisco_vlan.jpg	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/cisco_vlan.jpg	(from https://mohamedbanane.com/)
10:10:56	9636444/9636444	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-930a5c%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Configuration%20par%20GPO%20de%20l'Agent-GLPI.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Documentation-Configuration%20par%20GPO%20de%20l'Agent-GLPI.pdf	(from https://mohamedbanane.com/)
10:10:56	681732/681732	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-a6704%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Doc_cisco_vlan.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Doc_cisco_vlan.pdf	(from https://mohamedbanane.com/)
10:10:57	135221/135221	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-21035%22	https://mohamedbanane.com/portfolio/docs/documentations-img/cisco_intervlan.jpg	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/cisco_intervlan.jpg	(from https://mohamedbanane.com/)
10:10:57	912050/912050	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-deab2%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Doc_cisco_intervlan.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Doc_cisco_intervlan.pdf	(from https://mohamedbanane.com/)
10:10:57	127085/127085	---M--	200	added ('OK')	image/jpeg	etag:%2267c8dc5a-1f06d%22	https://mohamedbanane.com/portfolio/docs/documentations-img/cisco_vtp.jpg	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-img/cisco_vtp.jpg	(from https://mohamedbanane.com/)
10:10:57	1929261/1929261	---M--	200	added ('OK')	application/pdf	etag:%2267c8dc5a-1d702d%22	https://mohamedbanane.com/portfolio/docs/documentations-pdf/Doc_cisco_vtp.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/documentations-pdf/Doc_cisco_vtp.pdf	(from https://mohamedbanane.com/)
10:10:57	1298705/1298705	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-13d111%22	https://mohamedbanane.com/projets/img/portfolio.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/img/portfolio.png	(from https://mohamedbanane.com/)
10:10:58	12838/12838	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-3226%22	https://mohamedbanane.com/projets/projet-portfolio.html	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/projet-portfolio.html	(from https://mohamedbanane.com/)
10:10:58	215029/215029	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-347f5%22	https://mohamedbanane.com/projets/img/smartcity.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/img/smartcity.png	(from https://mohamedbanane.com/)
10:10:58	15520/15520	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-3ca0%22	https://mohamedbanane.com/projets/projet-smartcity.html	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/projet-smartcity.html	(from https://mohamedbanane.com/)
10:10:58	105661/105661	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-19cbd%22	https://mohamedbanane.com/projets/img/helport.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/img/helport.png	(from https://mohamedbanane.com/)
10:10:59	14965/14965	---M-Z	200	added ('OK')	text/html	etag:W/%2267c8dc5a-3a75%22	https://mohamedbanane.com/projets/projet-HelpORT.html	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/projet-HelpORT.html	(from https://mohamedbanane.com/)
10:10:59	1852289/1852289	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1c4381%22	https://mohamedbanane.com/portfolio/img/bts%20sio/sisr-img.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/bts%20sio/sisr-img.png	(from https://mohamedbanane.com/)
10:10:59	354033/354033	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-566f1%22	https://mohamedbanane.com/portfolio/img/bts%20sio/slam-img.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/bts%20sio/slam-img.png	(from https://mohamedbanane.com/)
10:10:59	5409/5409	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-1521%22	https://mohamedbanane.com/assets/vendor/purecounter/purecounter_vanilla.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/purecounter/purecounter_vanilla.js	(from https://mohamedbanane.com/)
10:11:00	13800/13800	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-35e8%22	https://mohamedbanane.com/assets/vendor/aos/aos.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/aos/aos.js	(from https://mohamedbanane.com/)
10:11:00	80421/80421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-13a25%22	https://mohamedbanane.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://mohamedbanane.com/)
10:11:00	55880/55880	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-da48%22	https://mohamedbanane.com/assets/vendor/glightbox/js/glightbox.min.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/glightbox/js/glightbox.min.js	(from https://mohamedbanane.com/)
10:11:00	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-8a75%22	https://mohamedbanane.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://mohamedbanane.com/)
10:11:00	143706/143706	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-2315a%22	https://mohamedbanane.com/assets/vendor/swiper/swiper-bundle.min.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/swiper/swiper-bundle.min.js	(from https://mohamedbanane.com/)
10:11:01	9843/9843	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-2673%22	https://mohamedbanane.com/assets/vendor/typed.js/typed.umd.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/typed.js/typed.umd.js	(from https://mohamedbanane.com/)
10:11:01	21112/21112	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-5278%22	https://mohamedbanane.com/assets/vendor/waypoints/noframework.waypoints.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/waypoints/noframework.waypoints.js	(from https://mohamedbanane.com/)
10:11:01	2649/2649	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-a59%22	https://mohamedbanane.com/assets/vendor/php-email-form/validate.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/php-email-form/validate.js	(from https://mohamedbanane.com/)
10:11:02	1168/1168	---M--	200	added ('OK')	font/woff2	etag:%2267c8dc5a-490%22	https://mohamedbanane.com/icofont/fonts/icofont.woff2	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/icofont/fonts/icofont.woff2	(from https://mohamedbanane.com/icofont/icofont.min.css)
10:11:02	1572/1572	---M--	200	added ('OK')	font/woff	etag:%2267c8dc5a-624%22	https://mohamedbanane.com/icofont/fonts/icofont.woff	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/icofont/fonts/icofont.woff	(from https://mohamedbanane.com/icofont/icofont.min.css)
10:11:02	121340/121340	---M--	200	added ('OK')	font/woff2	etag:%2267c8dc5a-1d9fc%22	https://mohamedbanane.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?1fa40e8900654d2863d011707b9fb6f2	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/bootstrap-icons/fonts/bootstrap-iconse52a.woff2	(from https://mohamedbanane.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
10:11:03	164360/164360	---M--	200	added ('OK')	font/woff	etag:%2267c8dc5a-28208%22	https://mohamedbanane.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?1fa40e8900654d2863d011707b9fb6f2	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/bootstrap-icons/fonts/bootstrap-iconse52a.woff	(from https://mohamedbanane.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
10:11:03	405670/405670	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2267c8dc5a-630a6%22	https://mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.eot	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.eot	(from https://mohamedbanane.com/assets/vendor/boxicons/css/boxicons.min.css)
10:11:03	115680/115680	---M--	200	added ('OK')	font/woff2	etag:%2267c8dc5a-1c3e0%22	https://mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.woff2	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.woff2	(from https://mohamedbanane.com/assets/vendor/boxicons/css/boxicons.min.css)
10:11:03	321020/321020	---M--	200	added ('OK')	font/woff	etag:%2267c8dc5a-4e5fc%22	https://mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.woff	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.woff	(from https://mohamedbanane.com/assets/vendor/boxicons/css/boxicons.min.css)
10:11:03	320944/320944	---M-Z	200	added ('OK')	font/ttf	etag:W/%2267c8dc5a-4e5b0%22	https://mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.ttf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.ttf	(from https://mohamedbanane.com/assets/vendor/boxicons/css/boxicons.min.css)
10:11:04	1242122/1242122	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2267c8dc5a-12f40a%22	https://mohamedbanane.com/assets/vendor/boxicons/fonts/boxicons.svg?	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/assets/vendor/boxicons/fonts/boxiconsd41d.svg	(from https://mohamedbanane.com/assets/vendor/boxicons/css/boxicons.min.css)
10:11:04	3486/3486	---M-Z	200	added ('OK')	text/css	etag:W/%2267c8dc5a-d9e%22	https://mohamedbanane.com/portfolio/css/login.css	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/css/login.css	(from https://mohamedbanane.com/login.html)
10:11:04	2231/2231	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-8b7%22	https://mohamedbanane.com/portfolio/js/login.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/js/login.js	(from https://mohamedbanane.com/login.html)
10:11:05	429/429	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2267c8dc5a-1ad%22	https://mohamedbanane.com/portfolio/img/logo/person-fill-lock.svg	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/logo/person-fill-lock.svg	(from https://mohamedbanane.com/login.html)
10:11:05	2199/2199	---M-Z	200	added ('OK')	text/css	etag:%226498a6bc-3c9%22	https://cdnjs.cloudflare.com/ajax/libs/normalize/5.0.0/normalize.min.css	C:/Mes%20Sites%20Web/Portefolio/cdnjs.cloudflare.com/ajax/libs/normalize/5.0.0/normalize.min.css	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:05	2900/2900	---M-Z	200	added ('OK')	text/css	etag:W/%2267c8dc5a-b54%22	https://mohamedbanane.com/stage/css/stage.css	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/css/stage.css	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:05	2218/2218	---M-Z	200	added ('OK')	text/css	etag:W/%2267c8dc5a-8aa%22	https://mohamedbanane.com/stage/css/btn-mission.css	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/css/btn-mission.css	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:06	407004/407004	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-635dc%22	https://mohamedbanane.com/projets/img/E4.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/img/E4.png	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:06	5445/5445	---M-Z	200	added ('OK')	text/css	etag:W/%2267c8dc5a-1545%22	https://mohamedbanane.com/stage/css/btn-download.css	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/css/btn-download.css	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:06	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://mohamedbanane.com/portfolio/docs/Tableau%20de%20synthe%cc%80se%20mohamed%20banane%20-%20Epreuve%20E4%20-%20BTS%20SIO%202024.pdf	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/Tableau%20de%20synthe%cc%80se%20mohamed%20banane%20-%20Epreuve%20E4%20-%20BTS%20SIO%202024.pdf	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:06	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://mohamedbanane.com/projets/css/btn-download.css	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/css/btn-download.css	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:14	282/282	---MC-	500	error ('Internal%20Server%20Error')	application/xml	date:Tue,%2011%20Mar%202025%2009:11:14%20GMT	https://s3-us-west-2.amazonaws.com/s.cdpn.io/16327/gsap-latest-beta.min.js	C:/Mes%20Sites%20Web/Portefolio/s3-us-west-2.amazonaws.com/s.cdpn.io/16327/gsap-latest-beta.min.94.delayed	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:14	2583/2583	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-a17%22	https://mohamedbanane.com/stage/js/btn-download.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/js/btn-download.js	(from https://mohamedbanane.com/projets/epreuve-E4.html)
10:11:14	477805/477805	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-74a6d%22	https://mohamedbanane.com/projets/img/E5.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/projets/img/E5.png	(from https://mohamedbanane.com/projets/epreuve-E5.html)
10:11:15	5254/5254	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%2264d39a40-24a3%22	https://mohamedbanane.com/portfolio/docs/...	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/docs/	(from https://mohamedbanane.com/projets/epreuve-E5.html)
10:11:15	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://mohamedbanane.com/stage/epreuve-E4.html	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/epreuve-E4.html	(from https://mohamedbanane.com/stage/stage.html)
10:11:15	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://mohamedbanane.com/stage/epreuve-E5.html	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/epreuve-E5.html	(from https://mohamedbanane.com/stage/stage.html)
10:11:15	1756939/1756939	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-1acf0b%22	https://mohamedbanane.com/portfolio/img/foliateam/foliateam1.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/foliateam/foliateam1.png	(from https://mohamedbanane.com/stage/stage.html)
10:11:16	3508541/3508541	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-35893d%22	https://mohamedbanane.com/portfolio/img/foliateam/foliateam2.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/foliateam/foliateam2.png	(from https://mohamedbanane.com/stage/stage.html)
10:11:16	503539/503539	---M--	200	added ('OK')	image/png	etag:%2267c8dc5a-7aef3%22	https://mohamedbanane.com/portfolio/img/foliateam/foliateam3.png	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/portfolio/img/foliateam/foliateam3.png	(from https://mohamedbanane.com/stage/stage.html)
10:11:16	2337/2337	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-921%22	https://mohamedbanane.com/stage/js/stage.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/js/stage.js	(from https://mohamedbanane.com/stage/stage.html)
10:11:16	13706/13706	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267c8dc5a-358a%22	https://mohamedbanane.com/stage/js/menu-deroulant.js	C:/Mes%20Sites%20Web/Portefolio/mohamedbanane.com/stage/js/menu-deroulant.js	(from https://mohamedbanane.com/stage/stage.html)
